업소명,영업상태,도로명주소,지번주소,전화번호,면적(㎡),구분,위도,경도
원러브동물의료센터,영업/정상,"서울특별시 성북구 아리랑로 75, 상가3동 1층 110호 (돈암동, 돈암코오롱하늘채)",서울특별시 성북구 돈암동 644 돈암코오롱하늘채,6956-0040,136.0,동물병원,37.59916678748931,127.01268976531559
24시루시드동물메디컬센터,영업/정상,"서울특별시 강북구 월계로 3, 덕신빌딩 4층 (미아동)",서울특별시 강북구 미아동 42-11 덕신빌딩 4층,02-941-7900,0.0,동물병원,37.60957104990041,127.03063081764743
아이사랑동물병원,영업/정상,"서울특별시 강북구 삼양로24길 19, 102동 110호 (미아동, 현대성우아파트)",서울특별시 강북구 미아동 561-2 현대성우아파트 102동 110호,02-946-0011,108.0,동물병원,37.61720439570128,127.02210435122181
아이사랑동물병원 건강검진센터,영업/정상,"서울특별시 강북구 삼양로24길 19, 현대성우아파트 102동 1층 109호 (미아동, 현대성우아파트)",서울특별시 강북구 미아동 561-2 현대성우아파트,02)946-0011,0.0,동물병원,37.61720439570128,127.02210435122181
모네동물피부과,영업/정상,"서울특별시 강북구 도봉로 110-1, 4층 (미아동)",서울특별시 강북구 미아동 137-24,070-8691-3121,0.0,동물병원,37.61891217061241,127.02939762319012
강북24시 N동물의료센터,영업/정상,"서울특별시 강북구 도봉로 104, 1, B1, B2층 (미아동)",서울특별시 강북구 미아동 138-19,02-984-0075,0.0,동물병원,37.61835051519494,127.02966317824371
솔샘동물병원,영업/정상,"서울특별시 강북구 삼양로27길 19, 상가 204동 108호 (미아동, 삼성래미안트리베라아파트)",서울특별시 강북구 미아동 812 삼성래미안트리베라아파트,988-7582,61.53,동물병원,37.61731167923513,127.02040151041328
애니케어 동물병원 수유점,영업/정상,서울특별시 강북구 삼양로 499 (수유동),서울특별시 강북구 수유동 279-290번지,996-1007,54.59,동물병원,37.647754376539424,127.01426002996949
H 동물병원,영업/정상,"서울특별시 강북구 삼양로27길 35-21, 미아프라자 106호 (미아동)",서울특별시 강북구 미아동 1357-6번지 미아프라자 106호,02-984-7588,36.44,동물병원,37.61794948399367,127.01893931549452
꼬마동물병원,영업/정상,"서울특별시 강북구 삼양로117길 5, 1층 (수유동)",서울특별시 강북구 수유동 340-2,02-993-8266,0.0,동물병원,37.643395070316515,127.0156995047263
대형동물병원,영업/정상,서울특별시 강북구 한천로 1135(수유동),서울특별시 강북구 수유동 266-20,998-1785,0.0,동물병원,37.645882121849354,127.01822390649242
24시 수유 바른펫 동물의료센터,영업/정상,"서울특별시 강북구 노해로 65, 1, 2층 (수유동, 리안스페이스)","서울특별시 강북구 수유동 39-10 1, 2층",02-903-7582,217.39,동물병원,37.64145249450551,127.0222654729472
창문동물병원,영업/정상,서울특별시 강북구 월계로 35 (미아동),서울특별시 강북구 미아동 48-24번지,02-988-0251,52.5,동물병원,37.61111728453904,127.03379366699144
위즈동물병원,영업/정상,서울특별시 강북구 도봉로 202 (미아동),서울특별시 강북구 미아동 197-9번지,02-987-7959,46.65,동물병원,37.626741676083654,127.02630582269691
삼양동물병원,영업/정상,"서울특별시 강북구 삼양로 190, 백운M빌딩 1층 (미아동)",서울특별시 강북구 미아동 734-258 백운M빌딩,989-9552,76.0,동물병원,37.62084167903839,127.02095594421671
중앙동물병원,영업/정상,서울특별시 강북구 도봉로 88 (미아동),서울특별시 강북구 미아동 98-39번지,982-8698,40.92,동물병원,37.6170268873455,127.03039586371348
동물병원 위드,영업/정상,서울특별시 강북구 덕릉로 79 (수유동),서울특별시 강북구 수유동 47-69,907-1565,62.0,동물병원,37.63480317033517,127.02261310505831
사랑동물병원,영업/정상,서울특별시 강북구 삼양로123길 6-12 (수유동),서울특별시 강북구 수유동 319-12 삼흥연립,991-4304,0.0,동물병원,37.6453591087589,127.01533225265034
현대종합동물병원,영업/정상,서울특별시 강북구 노해로 94 (수유동),서울특별시 강북구 수유동 252-199,999-9110,69.36,동물병원,37.64376678429622,127.02303272787962
봉식동물병원,영업/정상,서울특별시 강북구 삼양로 252 (미아동),서울특별시 강북구 미아동 777-3,02-983-7000,23.8,동물병원,37.625860025245984,127.01847778847909
삼성동물병원,영업/정상,"서울특별시 강북구 삼양로19길 25, 110동 지층 1-2,1-3호 (미아동, 삼성래미안트리베라1차아파트)","서울특별시 강북구 미아동 813번지 지층 1-2, 1-3호 110동",980-2340,49.49,동물병원,37.61394230249384,127.02072627643977
스마트 동물병원,영업/정상,"서울특별시 강북구 솔샘로 203-2, 1층 (미아동)",서울특별시 강북구 미아동 839-223번지 1층,02-987-7588,77.4,동물병원,37.62030397771274,127.01534726605882
동물을사랑하는사람들,영업/정상,서울특별시 강북구 도봉로98길 56 (번동),서울특별시 강북구 번동 471-1,990-7588,166.3,동물병원,37.640847345211846,127.03275975932434
강북동물병원,영업/정상,"서울특별시 강북구 오현로 194 (번동, 덕수빌딩 1층)",서울특별시 강북구 번동 309번지 덕수빌딩 1층,985-7525,0.0,동물병원,37.62881257109346,127.03989891508738
보노보노동물병원,영업/정상,"서울특별시 강북구 삼양로 336, 예향교회 1층 (수유동)",서울특별시 강북구 수유동 472-268번지 예향교회 1층,903-5525,0.0,동물병원,37.63344728936845,127.0177426372347
호 동물병원,영업/정상,"서울특별시 강북구 월계로 57, 2층 (미아동)",서울특별시 강북구 미아동 8-8 2층,988-6543,224.33,동물병원,37.612232079529235,127.03577908779546
쿠키동물병원,영업/정상,"서울특별시 강북구 삼양로27길 19 (미아동, 래미안트리베라 201동 116호)",서울특별시 강북구 미아동 812번지 래미안트리베라 201동 116호,02-986-9875,42.34,동물병원,37.61731167923513,127.02040151041328
마인동물의료센터,영업/정상,"서울특별시 강북구 덕릉로 133, 해솔빌딩 1층 102호, B1층 102호 (번동)","서울특별시 강북구 번동 411-8 해솔빌딩 1층 102호, B1층 102호",02-2039-8900,203.0,동물병원,37.63525750203429,127.02854429146777
도담동물병원,영업/정상,서울특별시 도봉구 도봉로 875 (도봉동),서울특별시 도봉구 도봉동 562-26,955-8400,0.0,동물병원,37.68267593732259,127.04554018848042
빛가온동물병원,영업/정상,"서울특별시 도봉구 마들로 695, 1층 (도봉동)",서울특별시 도봉구 도봉동 623-103번지 1층,6369-0075,,동물병원,37.6721949978679,127.04636598184709
현대종합동물병원,영업/정상,"서울특별시 도봉구 도봉로 669, 1층 (방학동)",서울특별시 도봉구 방학동 680-1 1층,3491-8000,0.0,동물병원,37.66440179201464,127.0420619704355
동물병원 비아츠,영업/정상,서울특별시 도봉구 우이천로 446-3 (쌍문동),서울특별시 도봉구 쌍문동 474-4,999-7582,,동물병원,37.65318500854041,127.0171096920586
김미경 동물병원,영업/정상,"서울특별시 도봉구 마들로 664, 킴스타워 2층 (도봉동)",서울특별시 도봉구 도봉동 636-12 킴스타워,955-6530,0.0,동물병원,37.669418989935934,127.04649935962343
24시 딜라이트 동물의료센터,영업/정상,"서울특별시 도봉구 도봉로 578, 2층 2호 (창동)",서울특별시 도봉구 창동 715-1,02-904-1004,0.0,동물병원,37.65623118506446,127.03976462283265
하비동물병원,영업/정상,"서울특별시 도봉구 노해로65길 14, 1층, 지층 (창동, 영일빌딩)",서울특별시 도봉구 창동 75-4,2038-9980,0.0,동물병원,37.6520418037253,127.04653117584023
별난동물병원,영업/정상,"서울특별시 도봉구 도봉로 603, 1층, 지층 (쌍문동)",서울특별시 도봉구 쌍문동 716-31번지,02-905-9119,,동물병원,37.65859275362828,127.0403049108352
방학동물외과센터,영업/정상,"서울특별시 도봉구 도봉로 723, 3층 (방학동)",서울특별시 도봉구 방학동 653-17 3층,3494-0075,0.0,동물병원,37.669094799247944,127.043201000945
트윈스동물병원,영업/정상,서울특별시 도봉구 도봉로110다길 20 (창동),서울특별시 도봉구 창동 650-11번지,906-7575,235.34,동물병원,37.64535971783743,127.03370016620475
해봄동물병원,영업/정상,"서울특별시 도봉구 도봉로180길 28, 도봉투웨니퍼스트2단지 (도봉동)",서울특별시 도봉구 도봉동 62-43번지 도봉투웨니퍼스트2단지,954-6990,0.0,동물병원,37.68254442570488,127.04750440674606
태일동물치과병원,영업/정상,서울특별시 도봉구 해등로 184 (쌍문동),서울특별시 도봉구 쌍문동 45-8,997-0075,392.72,동물병원,37.65793667347911,127.03642431790705
행복한동물병원,영업/정상,"서울특별시 도봉구 도봉로136길 7, 한독패밀리타운 108호 (창동)",서울특별시 도봉구 창동 749-16 한독패밀리타운 108호,996-8275,38.8,동물병원,37.65943028825065,127.04177839643236
365동물병원,영업/정상,서울특별시 도봉구 방학로 54 (방학동),서울특별시 도봉구 방학동 713-35,02-6402-0365,0.0,동물병원,37.66296777701386,127.04636356864061
보듬동물병원,영업/정상,"서울특별시 도봉구 해등로 255, 101동 1층 121~123호 (쌍문동, 에벤에셀아파트)",서울특별시 도봉구 쌍문동 256 에벤에셀아파트,0269547544,74.13,동물병원,37.65736808136069,127.02823833826363
둘리동물병원,영업/정상,"서울특별시 도봉구 도봉로 502, 1층 (창동)",서울특별시 도봉구 창동 661-64,993-0075,0.0,동물병원,37.650075669834614,127.0359275765198
삼성동물종합병원,영업/정상,"서울특별시 도봉구 도봉로 499, 1층 (쌍문동)",서울특별시 도봉구 쌍문동 88-115 1층,902-7582,57.0,동물병원,37.65022906974212,127.03528958817508
유현동물병원,영업/정상,"서울특별시 도봉구 방학로 187, 105호 (방학동, 한화아파트 상가)",서울특별시 도봉구 방학동 731 한화아파트 상가 105호,955-2882,40.46,동물병원,37.661291250258955,127.0317099208729
가나동물병원,영업/정상,서울특별시 도봉구 방학로 162 (방학동),서울특별시 도봉구 방학동 665-11번지 2통6반 삼익세라믹아파트 105동 503호,3491-4748,56.64,동물병원,37.66271405162983,127.03409860235355
퓨리나동물병원,영업/정상,서울특별시 도봉구 도봉로 469 (쌍문동),서울특별시 도봉구 쌍문동 356번지 12통7반 삼익빌라 101동 403호,900-9929,66.24,동물병원,37.64763810066989,127.03366035592929
신창동물병원,영업/정상,서울특별시 도봉구 덕릉로 230 (창동),서울특별시 도봉구 창동 635-42번지 20통1반 건영캐스빌아파트 101동 1201호,992-9414,20.65,동물병원,37.64144067088711,127.0340341081736
화신종합동물병원,영업/정상,서울특별시 도봉구 도당로 63 (방학동),서울특별시 도봉구 방학동 664-11번지 15통5반 101호,3491-7060,32.2,동물병원,37.663794007301476,127.034652531056
한빛동물병원,영업/정상,서울특별시 도봉구 덕릉로 256 (창동),서울특별시 도봉구 창동 568-5번지,992-0074,39.25,동물병원,37.640189810492174,127.0397901355163
방학동물병원,영업/정상,서울특별시 도봉구 도봉로 723 (방학동),서울특별시 도봉구 방학동 653-17,3494-0075,59.0,동물병원,37.669094799247944,127.043201000945
아이조은동물병원,영업/정상,"서울특별시 도봉구 해등로26길 7, 111, 112호 (쌍문동)",서울특별시 도봉구 쌍문동 215-1,900-7555,,동물병원,37.65850524936456,127.03260096245116
사랑해요동물병원,영업/정상,"서울특별시 도봉구 시루봉로 59, 104호 (쌍문동)",서울특별시 도봉구 쌍문동 262-10 104호,907-7512,46.02,동물병원,37.656190571562036,127.02771819481502
브이아이피 동물의료센터,영업/정상,서울특별시 노원구 동일로 1333 (상계동),서울특별시 노원구 상계동 763-5,02-931-1333,0.0,동물병원,37.64782616685492,127.06232893284088
노원 바른 동물의료센터,영업/정상,"서울특별시 노원구 동일로 1598, 부흥빌딩 1, 2층 (상계동)",서울특별시 노원구 상계동 964-5 부흥빌딩,02-936-5500,0.0,동물병원,37.671061104821774,127.05643454188302
골드퍼피동물병원 공릉점,영업/정상,"서울특별시 노원구 동일로 1014, 1층, 2층 (공릉동)",서울특별시 노원구 공릉동 596-5,02-971-5955,0.0,동물병원,37.620583434381956,127.07494293398378
베리굿동물병원,영업/정상,"서울특별시 노원구 동일로203가길 29, 263,264,265호 (중계동, 브라운스톤중계)",서울특별시 노원구 중계동 506 브라운스톤중계,,0.0,동물병원,37.63993624763076,127.06425724939722
내곁에 동물병원,영업/정상,"서울특별시 노원구 덕릉로 753, 노원 롯데캐슬 시그니처 상가 101동 1-1호 (상계동, 노원 롯데캐슬 시그니처)",서울특별시 노원구 상계동 95-3 노원 롯데캐슬 시그니처,02-952-7599,,동물병원,37.66495291279866,127.07784597696723
나우동물의료센터,영업/정상,"서울특별시 노원구 동일로 1636, 1층 (상계동)",서울특별시 노원구 상계동 1025-31 1층,02-952-9111,,동물병원,37.674402210000295,127.0556146470483
노원온동물병원,영업/정상,"서울특별시 노원구 노원로 456, 백암빌딩 1층 (상계동)",서울특별시 노원구 상계동 371-2 백암빌딩,02-6953-1445,,동물병원,37.65752974928178,127.06664431341237
중계이오동물병원,영업/정상,"서울특별시 노원구 한글비석로 245 (중계동, 두타빌 A동 111,112호)","서울특별시 노원구 중계동 360-9 두타빌 A동 111,112호",939-7579,0.0,동물병원,37.64959686799892,127.07637752011958
펫가든,영업/정상,서울특별시 노원구 노원로 330 (중계동),서울특별시 노원구 중계동 361번지,951-7707,0.0,동물병원,37.64654839726108,127.07108998362851
엔젤동물병원,영업/정상,서울특별시 노원구 동일로 1104 (공릉동),서울특별시 노원구 공릉동 362-3번지,977-0275,0.0,동물병원,37.62850379450373,127.07187656454812
은마로동물병원,영업/정상,"서울특별시 노원구 한글비석로 363, 종로약국 (중계동)",서울특별시 노원구 중계동 450,931-1575,0.0,동물병원,37.657910094617264,127.07442694602982
노원N동물의료센터,영업/정상,"서울특별시 노원구 노원로 408, (주)노원24시동물의료센터 1,2,4층 (상계동)",서울특별시 노원구 상계동 318-2 (주)노원24시동물의료센터,919-0075,0.0,동물병원,37.6531773540993,127.06812544401551
메인동물병원,영업/정상,"서울특별시 노원구 동일로 1025, 1층 (공릉동)",서울특별시 노원구 공릉동 576-22,02-979-8575,0.0,동물병원,37.62159331282946,127.07396163685577
스마트동물병원,영업/정상,"서울특별시 노원구 노원로 470, 1층 (상계동, 금녕빌딩)",서울특별시 노원구 상계동 397-5,02-952-7582,0.0,동물병원,37.65846089220775,127.06575908722299
키움 동물병원,영업/정상,"서울특별시 노원구 노원로1길 9 (공릉동, 해중빌딩)",서울특별시 노원구 공릉동 90-1 해중빌딩 105호,02-949-7582,0.0,동물병원,37.62219249300744,127.08639292996375
그린동물병원,영업/정상,"서울특별시 노원구 노원로 540 (상계동, 상계주공아파트 9단지상가)",서울특별시 노원구 상계동 78 15통2반 진로유통조합아파트 1102호,02-936-0907,0.0,동물병원,37.66145744701084,127.05939546035818
고려동물병원,영업/정상,"서울특별시 노원구 덕릉로 738 (상계동, 정진145빌딩)",서울특별시 노원구 상계동 79-145 44통4반,3391-0075,0.0,동물병원,37.6634196950837,127.07625107506767
미래동물병원,영업/정상,서울특별시 은평구 서오릉로 192 (갈현동),서울특별시 은평구 갈현동 498-3,386-6092,0.0,동물병원,37.61377641134219,126.91233379315062
웰니스 동물병원,영업/정상,"서울특별시 노원구 마들로3길 15, 월계이마트 2층 (월계동)",서울특별시 노원구 월계동 333-1 월계이마트,02-949-0975,0.0,동물병원,37.62734056937597,127.06185806092482
닥터스종합동물병원,영업/정상,"서울특별시 노원구 월계로 336, 상천빌딩 1층 (월계동)",서울특별시 노원구 월계동 292-59 상천빌딩1층,02-905-7588,0.0,동물병원,37.62914964289984,127.05784581077212
미래동물병원,영업/정상,서울특별시 노원구 공릉로 168 (공릉동),서울특별시 노원구 공릉동 94-6 13통7반 301호,949-5975,0.0,동물병원,37.625005605107326,127.08007189783413
우리들동물종합병원,영업/정상,"서울특별시 노원구 동일로 1280, 116호 (중계동, 시영2단지상가)",서울특별시 노원구 중계동 512 시영2단지상가 116호,979-8275,0.0,동물병원,37.64272091571974,127.06656755671362
당고개동물병원,영업/정상,서울특별시 노원구 덕릉로 810-1 (상계동),서울특별시 노원구 상계동 71-225번지 23통5반,02-932-7582,0.0,동물병원,37.67043030823992,127.08423943111885
참사랑동물병원,영업/정상,"서울특별시 노원구 한글비석로 272, 101호 (중계동, 중원코아빌딩)",서울특별시 노원구 중계동 366-10 중원코아빌딩 101호,02-938-1122,0.0,동물병원,37.65173577202357,127.07759292024312
참동물병원,영업/정상,"서울특별시 노원구 동일로 1530 (상계동, 다모아빌딩)",서울특별시 노원구 상계동 2-1 부영(아) 109-1903,952-0089,0.0,동물병원,37.66507343868127,127.05806037767812
한강동물병원,영업/정상,서울특별시 노원구 노원로34길 76 (상계동),서울특별시 노원구 상계동 430-13번지,935-7588,0.0,동물병원,37.66246791021413,127.06606852739603
수피아동물병원,영업/정상,"서울특별시 노원구 동일로192길 87, 1층 (공릉동)",서울특별시 노원구 공릉동 441-152 1층,971-7511,0.0,동물병원,37.627702811573435,127.07756389525684
시마동물병원,영업/정상,"서울특별시 노원구 동일로 1356, 상가동 2층 201호 (상계동, 상계주공4단지아파트)",서울특별시 노원구 상계동 749-5 상계주공4단지아파트,908-7585,0.0,동물병원,37.65006551061409,127.06221727670179
앤(N)고양이병원,영업/정상,"서울특별시 노원구 노원로 408, (주)노원24시동물의료센터 3층 (상계동)",서울특별시 노원구 상계동 318-2 (주)노원24시동물의료센터 3층,070-4351-3854,0.0,동물병원,37.6531773540993,127.06812544401551
별빛동물병원,영업/정상,"서울특별시 노원구 덕릉로127길 25, 104호 (상계동, 불암산센트럴아파트)",서울특별시 노원구 상계동 1320 불암산센트럴아파트,,0.0,동물병원,37.67195972677048,127.08124953879893
서정동물병원,영업/정상,"서울특별시 노원구 동일로 1640, 오아시스빌딩 1,2층 (상계동)",서울특별시 노원구 상계동 1025-20 오아시스빌딩,02-930-7161,0.0,동물병원,37.674652906916464,127.05555256261174
수 동물병원,영업/정상,"서울특별시 노원구 동일로 1689 (상계동, 하이베라스)",서울특별시 노원구 상계동 1265 동방미주(아)109-1001,930-7975,0.0,동물병원,37.68160470085662,127.0565913379795
엘케이동물병원,영업/정상,"서울특별시 노원구 덕릉로 589, 두림빌딩 102호 (중계동)",서울특별시 노원구 중계동 413-9 두림빌딩 102호,952-6426,0.0,동물병원,37.65096967632038,127.07173974609425
브라운동물병원,영업/정상,"서울특별시 노원구 동일로203가길 29 (중계동, 브라운스톤중계)",서울특별시 노원구 중계동 525 풍림(아) 111-1808,6224-3858,0.0,동물병원,37.63993624763076,127.06425724939722
수락 동물병원,영업/정상,"서울특별시 노원구 동일로 1622 (상계동, 유성상가)",서울특별시 노원구 상계동 11-410 태성빌라 202호,937-9724,0.0,동물병원,37.67300670050045,127.05597289954052
화랑동물병원,영업/정상,서울특별시 노원구 화랑로 473 (공릉동),서울특별시 노원구 공릉동 227-68,949-7512,0.0,동물병원,37.61928566828453,127.07964521260665
유림동물병원,영업/정상,"서울특별시 노원구 월계로45길 28 (월계동, 월계아파트형공장)",서울특별시 노원구 월계동 98-9,900-7710,0.0,동물병원,37.6269408013551,127.05125357096409
우솔종합동물병원,영업/정상,"서울특별시 노원구 화랑로 349, 석계문고 2층 (월계동)",서울특별시 노원구 월계동 26-13 석계문고,973-7588,0.0,동물병원,37.61539356400348,127.0666578854093
한빛종합동물병원,영업/정상,서울특별시 노원구 동일로 1370 (상계동),서울특별시 노원구 상계동 749-10,951-7582,0.0,동물병원,37.65092279098469,127.06188060387022
웰리스 동물병원,영업/정상,"서울특별시 노원구 섬밭로 258, 건영옴니백화점 520호 (중계동)",서울특별시 노원구 중계동 506-1 건영옴니백화점,978-4775,0.0,동물병원,37.638826734358425,127.0647544451985
이앤박동물병원,영업/정상,서울특별시 노원구 한글비석로52길 18 (상계동),서울특별시 노원구 상계동 682 13통8반 동신아파트 103동 708호,939-6898,0.0,동물병원,37.664551491767675,127.06382697633853
아란종합동물병원,영업/정상,서울특별시 노원구 월계로 333 (월계동),서울특별시 노원구 월계동 3-94번지 드림빌 201호,905-7588,0.0,동물병원,,
스마일플러스동물병원,영업/정상,"서울특별시 노원구 동일로 1051 (공릉동, 영운빌딩 1층)",서울특별시 노원구 공릉동 494-17 영운빌딩 1층,976-7582,0.0,동물병원,37.62380133759164,127.07323178196961
롯데동물병원,영업/정상,"서울특별시 노원구 동일로207길 17, 118호 (중계동, 시영1단지B상가 )",서울특별시 노원구 중계동 503 시영1단지B상가 118호,973-5959,0.0,동물병원,37.642026332428266,127.06410842627331
25시동물병원,영업/정상,"서울특별시 노원구 한글비석로8길 16, 102호 (중계동, 대림벽산상가)",서울특별시 노원구 중계동 363 대림벽산상가 102호,935-0075,0.0,동물병원,37.6472760142251,127.07791494096858
은빛동물병원,영업/정상,"서울특별시 노원구 동일로 1649 (상계동, 윤일빌딩)",서울특별시 노원구 상계동 1110번지 42통7반 두산아파트 111동 1107호,02-932-6658,0.0,동물병원,37.677384446592,127.05314820191748
24시 우리 동물병원,영업/정상,"서울특별시 노원구 상계로24길 7-10, 1층 (상계동)",서울특별시 노원구 상계동 387-61,02-932-8575,0.0,동물병원,37.65826231144996,127.07018700697473
스머프동물병원,영업/정상,서울특별시 은평구 백련산로 145 (응암동),서울특별시 은평구 응암동 194-23,02-969-7582,40.2,동물병원,37.5982022138274,126.92508987325277
다루동물병원,영업/정상,"서울특별시 은평구 불광로 60, 1층 (불광동)",서울특별시 은평구 불광동 554-1번지 1층,02-356-8353,0.0,동물병원,37.612377655425874,126.93210882534558
더독동물병원,영업/정상,서울특별시 은평구 서오릉로 140 (대조동),서울특별시 은평구 대조동 224-24번지,382-3243,0.0,동물병원,37.61136236619677,126.91761486135657
Dr.윤 동물의료센터,영업/정상,"서울특별시 은평구 통일로 767, 401동 1층 108호 (대조동, 베르디움STAY1)",서울특별시 은평구 대조동 241 베르디움STAY1,02-359-2020,73.53,동물병원,,
뉴타운동물병원,영업/정상,"서울특별시 은평구 진관3로 70 (진관동, 상림마을 821동 101호)",서울특별시 은평구 진관동 20번지 상림마을 821동 101호,385-8275,0.0,동물병원,37.64222159798088,126.92264626751401
24시스마트동물메디컬센터,영업/정상,서울특별시 은평구 은평로 93 (응암동),서울특별시 은평구 응암동 91-5,02-387-7582,0.0,동물병원,37.59978119380934,126.91812697662559
둘레길동물병원,영업/정상,"서울특별시 은평구 연서로 317 (불광동, 동윤빌딩)",서울특별시 은평구 불광동 104-94번지,02-354-7544,120.0,동물병원,37.62375606607335,126.92769810152498
개와냥이동물병원,영업/정상,"서울특별시 은평구 통일로 727-5, 2층 (대조동)",서울특별시 은평구 대조동 14-27 2층,02-352-7275,102.71,동물병원,37.6102062474093,126.92921647905916
참좋은동물병원,영업/정상,서울특별시 은평구 백련산로 29 (응암동),서울특별시 은평구 응암동 244-212,02-3152-0075,0.0,동물병원,37.58821404942133,126.92245901355155
메디펫동물병원,영업/정상,서울특별시 은평구 통일로 885 (갈현동),서울특별시 은평구 갈현동 394-27,02-384-0075,878.89,동물병원,37.62198185151417,126.91952283603591
한수24시동물병원,영업/정상,"서울특별시 은평구 증산로 267, 103호 (증산동)",서울특별시 은평구 증산동 174-6 103호,306-8575,0.0,동물병원,37.58180032945886,126.9070439029203
로얄동물병원,영업/정상,서울특별시 은평구 연서로 137 (구산동),서울특별시 은평구 구산동 1-1,354-0975,4717.94,동물병원,37.61115239227138,126.91680346792832
담은동물병원,영업/정상,"서울특별시 은평구 통일로 796, 상가동 지하2층 128호, 지하1층 228호 (불광동, 북한산 힐스테이트7차)","서울특별시 은평구 불광동 643 북한산 힐스테이트7차, 상가동 지하2층 128호, 지하1층 228호",02-356-9475,0.0,동물병원,37.616531576618705,126.92668606226856
오거리동물병원,영업/정상,"서울특별시 은평구 가좌로 239, 2층 (응암동, 스타이루)",서울특별시 은평구 응암동 589-12번지 2층,02-306-0158,105.84,동물병원,37.590796587836536,126.91597141251896
LOVE MY PET 동물병원,영업/정상,서울특별시 은평구 은평로 208 (응암동),서울특별시 은평구 응암동 74-14번지,382-7582,165.62,동물병원,37.60104404880923,126.9307371927609
야옹동물병원,영업/정상,"서울특별시 은평구 증산로 413, 동현빌딩 1층 (신사동)",서울특별시 은평구 신사동 35-20 동현빌딩,354-0087,66.0,동물병원,37.593252943208746,126.91380895991152
서울햇빛동물병원,영업/정상,"서울특별시 은평구 진관2로 67, 202동 B층 01호 (진관동, 은평뉴타운우물골아파트)",서울특별시 은평구 진관동 82번지 은평뉴타운우물골아파트 두산위브 202동 B01호,02-387-8275,0.0,동물병원,37.63458262294824,126.9245518223959
한빛동물병원,영업/정상,"서울특별시 은평구 진관4로 87, 629동 116호 (진관동, 은평뉴타운상림마을)",서울특별시 은평구 진관동 5번지 은평뉴타운상림마을 629동 116호,382-7511,57.88,동물병원,37.64796042751103,126.92884718857772
늘푸른동물병원,영업/정상,서울특별시 은평구 은평로 29 (신사동),서울특별시 은평구 신사동 20-24,388-3008,0.0,동물병원,37.59826165640033,126.9110084727725
녹번동물병원,영업/정상,서울특별시 은평구 통일로 697 (녹번동),서울특별시 은평구 녹번동 117-112번지,354-4110,0.0,동물병원,37.60808986187816,126.93174143073072
새은평동물의료센터,영업/정상,"서울특별시 은평구 서오릉로 80(대조동, 북한산 포레스트)",서울특별시 은평구 대조동 179-16 북한산 포레스트,358-7566,93.8,동물병원,37.607591075695005,126.92218578632539
금쪽같은내새끼 동물병원,영업/정상,서울특별시 은평구 연서로 185 (갈현동),서울특별시 은평구 갈현동 462-25번지,384-7743,0.0,동물병원,37.615358543415226,126.91782733582461
한마음동물병원,영업/정상,서울특별시 은평구 갈현로 35 (신사동),서울특별시 은평구 신사동 9-34번지,355-7931,0.0,동물병원,37.60099344369295,126.91011792047885
우리덕구동물병원,영업/정상,"서울특별시 은평구 진관2로 77, 205동 지하1층 B104호 (진관동, 은평뉴타운우물골)",서울특별시 은평구 진관동 83번지 은평뉴타운우물골 205동 B104호,02-6953-8275,0.0,동물병원,37.634563699895935,126.9275681228308
가든펫동물병원,영업/정상,"서울특별시 은평구 증산로9길 26-23, 지하1층 (증산동)",서울특별시 은평구 증산동 202-27번지 지하1층,02-373-5555,0.0,동물병원,37.58693715566416,126.90856382901057
김정복동물병원,영업/정상,서울특별시 은평구 통일로 879 (갈현동),서울특별시 은평구 갈현동 394-19번지,357-8538,0.0,동물병원,37.62138007057996,126.91956817935775
불광동물병원,영업/정상,"서울특별시 은평구 통일로 767, 401동 B층 117호 (대조동, 베르디움STAY1)",서울특별시 은평구 대조동 241 베르디움STAY1 401동 B117호,356-1656,,동물병원,,
한얼동물병원,영업/정상,서울특별시 은평구 응암로 226 (응암동),서울특별시 은평구 응암동 576-25번지,304-5553,0.0,동물병원,37.59204420878079,126.91791554848665
수색동물병원,영업/정상,"서울특별시 은평구 수색로 322, DMC SK뷰 아이파크 포레 2동 1층 105호 (수색동)",서울특별시 은평구 수색동 341-6,02-304-7772,,동물병원,37.585727824376555,126.89289718393715
도그원동물의료센터,영업/정상,"서울특별시 은평구 연서로29길 24, 2층 (갈현동)",서울특별시 은평구 갈현동 431-5,02-358-1591,178.33,동물병원,37.61964090023859,126.91773169551195
동물병원 산책: 내과/외과/재활센터,영업/정상,"서울특별시 은평구 서오릉로 9, 서운빌딩 102, 103호 (응암동)","서울특별시 은평구 응암동 84-1 서운빌딩 102, 103호",02-2088-4531,231.0,동물병원,37.6021320924177,126.92633225932741
피움동물병원,영업/정상,"서울특별시 은평구 진관3로 37, 은평구 뉴타운2지구 에코테라스 102호 (진관동)",서울특별시 은평구 진관동 67-1번지 은평구 뉴타운2지구 에코테라스 102호,02-384-3100,,동물병원,37.638198536500376,126.91922298074772
정든동물병원,영업/정상,"서울특별시 은평구 수색로 200, 1층 120, 130호 (증산동, DMC센트럴자이)",서울특별시 은평구 증산동 258 DMC센트럴자이,02-306-9990,51.71,동물병원,37.58100907786327,126.90271606672627
어울동물의료센터,영업/정상,서울특별시 은평구 통일로 665 (녹번동),서울특별시 은평구 녹번동 28-1,,216.9,동물병원,37.60586792243072,126.93361650724488
