id,facility_name,business_status,road_address,parcel_address,phone,area_sqm,facility_type,latitude,longitude
218,24시루시드동물메디컬센터,영업/정상,"서울특별시 강북구 월계로 3, 덕신빌딩 4층 (미아동)",서울특별시 강북구 미아동 42-11 덕신빌딩 4층,02-941-7900,0.00,동물병원,37.60957105,127.03063082
219,아이사랑동물병원,영업/정상,"서울특별시 강북구 삼양로24길 19, 102동 110호 (미아동, 현대성우아파트)",서울특별시 강북구 미아동 561-2 현대성우아파트 102동 110호,02-946-0011,108.00,동물병원,37.61720440,127.02210435
220,아이사랑동물병원 건강검진센터,영업/정상,"서울특별시 강북구 삼양로24길 19, 현대성우아파트 102동 1층 109호 (미아동, 현대성우아파트)",서울특별시 강북구 미아동 561-2 현대성우아파트,02)946-0011,0.00,동물병원,37.61720440,127.02210435
221,모네동물피부과,영업/정상,"서울특별시 강북구 도봉로 110-1, 4층 (미아동)",서울특별시 강북구 미아동 137-24,070-8691-3121,0.00,동물병원,37.61891217,127.02939762
222,강북24시 N동물의료센터,영업/정상,"서울특별시 강북구 도봉로 104, 1, B1, B2층 (미아동)",서울특별시 강북구 미아동 138-19,02-984-0075,0.00,동물병원,37.61835052,127.02966318
223,솔샘동물병원,영업/정상,"서울특별시 강북구 삼양로27길 19, 상가 204동 108호 (미아동, 삼성래미안트리베라아파트)",서울특별시 강북구 미아동 812 삼성래미안트리베라아파트,988-7582,61.53,동물병원,37.61731168,127.02040151
224,애니케어 동물병원 수유점,영업/정상,서울특별시 강북구 삼양로 499 (수유동),서울특별시 강북구 수유동 279-290번지,996-1007,54.59,동물병원,37.64775438,127.01426003
225,H 동물병원,영업/정상,"서울특별시 강북구 삼양로27길 35-21, 미아프라자 106호 (미아동)",서울특별시 강북구 미아동 1357-6번지 미아프라자 106호,02-984-7588,36.44,동물병원,37.61794948,127.01893932
226,꼬마동물병원,영업/정상,"서울특별시 강북구 삼양로117길 5, 1층 (수유동)",서울특별시 강북구 수유동 340-2,02-993-8266,0.00,동물병원,37.64339507,127.01569950
227,대형동물병원,영업/정상,서울특별시 강북구 한천로 1135(수유동),서울특별시 강북구 수유동 266-20,998-1785,0.00,동물병원,37.64588212,127.01822391
228,24시 수유 바른펫 동물의료센터,영업/정상,"서울특별시 강북구 노해로 65, 1, 2층 (수유동, 리안스페이스)","서울특별시 강북구 수유동 39-10 1, 2층",02-903-7582,217.39,동물병원,37.64145249,127.02226547
229,창문동물병원,영업/정상,서울특별시 강북구 월계로 35 (미아동),서울특별시 강북구 미아동 48-24번지,02-988-0251,52.50,동물병원,37.61111728,127.03379367
230,위즈동물병원,영업/정상,서울특별시 강북구 도봉로 202 (미아동),서울특별시 강북구 미아동 197-9번지,02-987-7959,46.65,동물병원,37.62674168,127.02630582
231,삼양동물병원,영업/정상,"서울특별시 강북구 삼양로 190, 백운M빌딩 1층 (미아동)",서울특별시 강북구 미아동 734-258 백운M빌딩,989-9552,76.00,동물병원,37.62084168,127.02095594
232,중앙동물병원,영업/정상,서울특별시 강북구 도봉로 88 (미아동),서울특별시 강북구 미아동 98-39번지,982-8698,40.92,동물병원,37.61702689,127.03039586
233,동물병원 위드,영업/정상,서울특별시 강북구 덕릉로 79 (수유동),서울특별시 강북구 수유동 47-69,907-1565,62.00,동물병원,37.63480317,127.02261311
234,사랑동물병원,영업/정상,서울특별시 강북구 삼양로123길 6-12 (수유동),서울특별시 강북구 수유동 319-12 삼흥연립,991-4304,0.00,동물병원,37.64535911,127.01533225
235,현대종합동물병원,영업/정상,서울특별시 강북구 노해로 94 (수유동),서울특별시 강북구 수유동 252-199,999-9110,69.36,동물병원,37.64376678,127.02303273
236,봉식동물병원,영업/정상,서울특별시 강북구 삼양로 252 (미아동),서울특별시 강북구 미아동 777-3,02-983-7000,23.80,동물병원,37.62586003,127.01847779
237,삼성동물병원,영업/정상,"서울특별시 강북구 삼양로19길 25, 110동 지층 1-2,1-3호 (미아동, 삼성래미안트리베라1차아파트)","서울특별시 강북구 미아동 813번지 지층 1-2, 1-3호 110동",980-2340,49.49,동물병원,37.61394230,127.02072628
238,스마트 동물병원,영업/정상,"서울특별시 강북구 솔샘로 203-2, 1층 (미아동)",서울특별시 강북구 미아동 839-223번지 1층,02-987-7588,77.40,동물병원,37.62030398,127.01534727
239,동물을사랑하는사람들,영업/정상,서울특별시 강북구 도봉로98길 56 (번동),서울특별시 강북구 번동 471-1,990-7588,166.30,동물병원,37.64084735,127.03275976
240,강북동물병원,영업/정상,"서울특별시 강북구 오현로 194 (번동, 덕수빌딩 1층)",서울특별시 강북구 번동 309번지 덕수빌딩 1층,985-7525,0.00,동물병원,37.62881257,127.03989892
241,보노보노동물병원,영업/정상,"서울특별시 강북구 삼양로 336, 예향교회 1층 (수유동)",서울특별시 강북구 수유동 472-268번지 예향교회 1층,903-5525,0.00,동물병원,37.63344729,127.01774264
242,호 동물병원,영업/정상,"서울특별시 강북구 월계로 57, 2층 (미아동)",서울특별시 강북구 미아동 8-8 2층,988-6543,224.33,동물병원,37.61223208,127.03577909
243,쿠키동물병원,영업/정상,"서울특별시 강북구 삼양로27길 19 (미아동, 래미안트리베라 201동 116호)",서울특별시 강북구 미아동 812번지 래미안트리베라 201동 116호,02-986-9875,42.34,동물병원,37.61731168,127.02040151
244,마인동물의료센터,영업/정상,"서울특별시 강북구 덕릉로 133, 해솔빌딩 1층 102호, B1층 102호 (번동)","서울특별시 강북구 번동 411-8 해솔빌딩 1층 102호, B1층 102호",02-2039-8900,203.00,동물병원,37.63525750,127.02854429
245,도담동물병원,영업/정상,서울특별시 도봉구 도봉로 875 (도봉동),서울특별시 도봉구 도봉동 562-26,955-8400,0.00,동물병원,37.68267594,127.04554019
246,빛가온동물병원,영업/정상,"서울특별시 도봉구 마들로 695, 1층 (도봉동)",서울특별시 도봉구 도봉동 623-103번지 1층,6369-0075,,동물병원,37.67219500,127.04636598
247,현대종합동물병원,영업/정상,"서울특별시 도봉구 도봉로 669, 1층 (방학동)",서울특별시 도봉구 방학동 680-1 1층,3491-8000,0.00,동물병원,37.66440179,127.04206197
248,동물병원 비아츠,영업/정상,서울특별시 도봉구 우이천로 446-3 (쌍문동),서울특별시 도봉구 쌍문동 474-4,999-7582,,동물병원,37.65318501,127.01710969
249,김미경 동물병원,영업/정상,"서울특별시 도봉구 마들로 664, 킴스타워 2층 (도봉동)",서울특별시 도봉구 도봉동 636-12 킴스타워,955-6530,0.00,동물병원,37.66941899,127.04649936
250,24시 딜라이트 동물의료센터,영업/정상,"서울특별시 도봉구 도봉로 578, 2층 2호 (창동)",서울특별시 도봉구 창동 715-1,02-904-1004,0.00,동물병원,37.65623119,127.03976462
251,하비동물병원,영업/정상,"서울특별시 도봉구 노해로65길 14, 1층, 지층 (창동, 영일빌딩)",서울특별시 도봉구 창동 75-4,2038-9980,0.00,동물병원,37.65204180,127.04653118
252,별난동물병원,영업/정상,"서울특별시 도봉구 도봉로 603, 1층, 지층 (쌍문동)",서울특별시 도봉구 쌍문동 716-31번지,02-905-9119,,동물병원,37.65859275,127.04030491
253,방학동물외과센터,영업/정상,"서울특별시 도봉구 도봉로 723, 3층 (방학동)",서울특별시 도봉구 방학동 653-17 3층,3494-0075,0.00,동물병원,37.66909480,127.04320100
254,트윈스동물병원,영업/정상,서울특별시 도봉구 도봉로110다길 20 (창동),서울특별시 도봉구 창동 650-11번지,906-7575,235.34,동물병원,37.64535972,127.03370017
255,해봄동물병원,영업/정상,"서울특별시 도봉구 도봉로180길 28, 도봉투웨니퍼스트2단지 (도봉동)",서울특별시 도봉구 도봉동 62-43번지 도봉투웨니퍼스트2단지,954-6990,0.00,동물병원,37.68254443,127.04750441
256,태일동물치과병원,영업/정상,서울특별시 도봉구 해등로 184 (쌍문동),서울특별시 도봉구 쌍문동 45-8,997-0075,392.72,동물병원,37.65793667,127.03642432
257,행복한동물병원,영업/정상,"서울특별시 도봉구 도봉로136길 7, 한독패밀리타운 108호 (창동)",서울특별시 도봉구 창동 749-16 한독패밀리타운 108호,996-8275,38.80,동물병원,37.65943029,127.04177840
258,365동물병원,영업/정상,서울특별시 도봉구 방학로 54 (방학동),서울특별시 도봉구 방학동 713-35,02-6402-0365,0.00,동물병원,37.66296778,127.04636357
259,보듬동물병원,영업/정상,"서울특별시 도봉구 해등로 255, 101동 1층 121~123호 (쌍문동, 에벤에셀아파트)",서울특별시 도봉구 쌍문동 256 에벤에셀아파트,0269547544,74.13,동물병원,37.65736808,127.02823834
260,둘리동물병원,영업/정상,"서울특별시 도봉구 도봉로 502, 1층 (창동)",서울특별시 도봉구 창동 661-64,993-0075,0.00,동물병원,37.65007567,127.03592758
261,삼성동물종합병원,영업/정상,"서울특별시 도봉구 도봉로 499, 1층 (쌍문동)",서울특별시 도봉구 쌍문동 88-115 1층,902-7582,57.00,동물병원,37.65022907,127.03528959
262,유현동물병원,영업/정상,"서울특별시 도봉구 방학로 187, 105호 (방학동, 한화아파트 상가)",서울특별시 도봉구 방학동 731 한화아파트 상가 105호,955-2882,40.46,동물병원,37.66129125,127.03170992
263,가나동물병원,영업/정상,서울특별시 도봉구 방학로 162 (방학동),서울특별시 도봉구 방학동 665-11번지 2통6반 삼익세라믹아파트 105동 503호,3491-4748,56.64,동물병원,37.66271405,127.03409860
264,퓨리나동물병원,영업/정상,서울특별시 도봉구 도봉로 469 (쌍문동),서울특별시 도봉구 쌍문동 356번지 12통7반 삼익빌라 101동 403호,900-9929,66.24,동물병원,37.64763810,127.03366036
265,신창동물병원,영업/정상,서울특별시 도봉구 덕릉로 230 (창동),서울특별시 도봉구 창동 635-42번지 20통1반 건영캐스빌아파트 101동 1201호,992-9414,20.65,동물병원,37.64144067,127.03403411
266,화신종합동물병원,영업/정상,서울특별시 도봉구 도당로 63 (방학동),서울특별시 도봉구 방학동 664-11번지 15통5반 101호,3491-7060,32.20,동물병원,37.66379401,127.03465253
267,한빛동물병원,영업/정상,서울특별시 도봉구 덕릉로 256 (창동),서울특별시 도봉구 창동 568-5번지,992-0074,39.25,동물병원,37.64018981,127.03979014
268,방학동물병원,영업/정상,서울특별시 도봉구 도봉로 723 (방학동),서울특별시 도봉구 방학동 653-17,3494-0075,59.00,동물병원,37.66909480,127.04320100
269,아이조은동물병원,영업/정상,"서울특별시 도봉구 해등로26길 7, 111, 112호 (쌍문동)",서울특별시 도봉구 쌍문동 215-1,900-7555,,동물병원,37.65850525,127.03260096
270,사랑해요동물병원,영업/정상,"서울특별시 도봉구 시루봉로 59, 104호 (쌍문동)",서울특별시 도봉구 쌍문동 262-10 104호,907-7512,46.02,동물병원,37.65619057,127.02771819
271,브이아이피 동물의료센터,영업/정상,서울특별시 노원구 동일로 1333 (상계동),서울특별시 노원구 상계동 763-5,02-931-1333,0.00,동물병원,37.64782617,127.06232893
272,노원 바른 동물의료센터,영업/정상,"서울특별시 노원구 동일로 1598, 부흥빌딩 1, 2층 (상계동)",서울특별시 노원구 상계동 964-5 부흥빌딩,02-936-5500,0.00,동물병원,37.67106110,127.05643454
273,골드퍼피동물병원 공릉점,영업/정상,"서울특별시 노원구 동일로 1014, 1층, 2층 (공릉동)",서울특별시 노원구 공릉동 596-5,02-971-5955,0.00,동물병원,37.62058343,127.07494293
274,베리굿동물병원,영업/정상,"서울특별시 노원구 동일로203가길 29, 263,264,265호 (중계동, 브라운스톤중계)",서울특별시 노원구 중계동 506 브라운스톤중계,,0.00,동물병원,37.63993625,127.06425725
275,내곁에 동물병원,영업/정상,"서울특별시 노원구 덕릉로 753, 노원 롯데캐슬 시그니처 상가 101동 1-1호 (상계동, 노원 롯데캐슬 시그니처)",서울특별시 노원구 상계동 95-3 노원 롯데캐슬 시그니처,02-952-7599,,동물병원,37.66495291,127.07784598
276,나우동물의료센터,영업/정상,"서울특별시 노원구 동일로 1636, 1층 (상계동)",서울특별시 노원구 상계동 1025-31 1층,02-952-9111,,동물병원,37.67440221,127.05561465
277,노원온동물병원,영업/정상,"서울특별시 노원구 노원로 456, 백암빌딩 1층 (상계동)",서울특별시 노원구 상계동 371-2 백암빌딩,02-6953-1445,,동물병원,37.65752975,127.06664431
278,중계이오동물병원,영업/정상,"서울특별시 노원구 한글비석로 245 (중계동, 두타빌 A동 111,112호)","서울특별시 노원구 중계동 360-9 두타빌 A동 111,112호",939-7579,0.00,동물병원,37.64959687,127.07637752
279,펫가든,영업/정상,서울특별시 노원구 노원로 330 (중계동),서울특별시 노원구 중계동 361번지,951-7707,0.00,동물병원,37.64654840,127.07108998
280,엔젤동물병원,영업/정상,서울특별시 노원구 동일로 1104 (공릉동),서울특별시 노원구 공릉동 362-3번지,977-0275,0.00,동물병원,37.62850379,127.07187656
281,은마로동물병원,영업/정상,"서울특별시 노원구 한글비석로 363, 종로약국 (중계동)",서울특별시 노원구 중계동 450,931-1575,0.00,동물병원,37.65791009,127.07442695
282,노원N동물의료센터,영업/정상,"서울특별시 노원구 노원로 408, (주)노원24시동물의료센터 1,2,4층 (상계동)",서울특별시 노원구 상계동 318-2 (주)노원24시동물의료센터,919-0075,0.00,동물병원,37.65317735,127.06812544
283,메인동물병원,영업/정상,"서울특별시 노원구 동일로 1025, 1층 (공릉동)",서울특별시 노원구 공릉동 576-22,02-979-8575,0.00,동물병원,37.62159331,127.07396164
284,스마트동물병원,영업/정상,"서울특별시 노원구 노원로 470, 1층 (상계동, 금녕빌딩)",서울특별시 노원구 상계동 397-5,02-952-7582,0.00,동물병원,37.65846089,127.06575909
285,키움 동물병원,영업/정상,"서울특별시 노원구 노원로1길 9 (공릉동, 해중빌딩)",서울특별시 노원구 공릉동 90-1 해중빌딩 105호,02-949-7582,0.00,동물병원,37.62219249,127.08639293
286,그린동물병원,영업/정상,"서울특별시 노원구 노원로 540 (상계동, 상계주공아파트 9단지상가)",서울특별시 노원구 상계동 78 15통2반 진로유통조합아파트 1102호,02-936-0907,0.00,동물병원,37.66145745,127.05939546
287,고려동물병원,영업/정상,"서울특별시 노원구 덕릉로 738 (상계동, 정진145빌딩)",서울특별시 노원구 상계동 79-145 44통4반,3391-0075,0.00,동물병원,37.66341970,127.07625108
288,미래동물병원,영업/정상,서울특별시 은평구 서오릉로 192 (갈현동),서울특별시 은평구 갈현동 498-3,386-6092,0.00,동물병원,37.61377641,126.91233379
289,웰니스 동물병원,영업/정상,"서울특별시 노원구 마들로3길 15, 월계이마트 2층 (월계동)",서울특별시 노원구 월계동 333-1 월계이마트,02-949-0975,0.00,동물병원,37.62734057,127.06185806
290,닥터스종합동물병원,영업/정상,"서울특별시 노원구 월계로 336, 상천빌딩 1층 (월계동)",서울특별시 노원구 월계동 292-59 상천빌딩1층,02-905-7588,0.00,동물병원,37.62914964,127.05784581
291,미래동물병원,영업/정상,서울특별시 노원구 공릉로 168 (공릉동),서울특별시 노원구 공릉동 94-6 13통7반 301호,949-5975,0.00,동물병원,37.62500561,127.08007190
292,우리들동물종합병원,영업/정상,"서울특별시 노원구 동일로 1280, 116호 (중계동, 시영2단지상가)",서울특별시 노원구 중계동 512 시영2단지상가 116호,979-8275,0.00,동물병원,37.64272092,127.06656756
293,당고개동물병원,영업/정상,서울특별시 노원구 덕릉로 810-1 (상계동),서울특별시 노원구 상계동 71-225번지 23통5반,02-932-7582,0.00,동물병원,37.67043031,127.08423943
294,참사랑동물병원,영업/정상,"서울특별시 노원구 한글비석로 272, 101호 (중계동, 중원코아빌딩)",서울특별시 노원구 중계동 366-10 중원코아빌딩 101호,02-938-1122,0.00,동물병원,37.65173577,127.07759292
295,참동물병원,영업/정상,"서울특별시 노원구 동일로 1530 (상계동, 다모아빌딩)",서울특별시 노원구 상계동 2-1 부영(아) 109-1903,952-0089,0.00,동물병원,37.66507344,127.05806038
296,한강동물병원,영업/정상,서울특별시 노원구 노원로34길 76 (상계동),서울특별시 노원구 상계동 430-13번지,935-7588,0.00,동물병원,37.66246791,127.06606853
297,수피아동물병원,영업/정상,"서울특별시 노원구 동일로192길 87, 1층 (공릉동)",서울특별시 노원구 공릉동 441-152 1층,971-7511,0.00,동물병원,37.62770281,127.07756390
298,시마동물병원,영업/정상,"서울특별시 노원구 동일로 1356, 상가동 2층 201호 (상계동, 상계주공4단지아파트)",서울특별시 노원구 상계동 749-5 상계주공4단지아파트,908-7585,0.00,동물병원,37.65006551,127.06221728
299,앤(N)고양이병원,영업/정상,"서울특별시 노원구 노원로 408, (주)노원24시동물의료센터 3층 (상계동)",서울특별시 노원구 상계동 318-2 (주)노원24시동물의료센터 3층,070-4351-3854,0.00,동물병원,37.65317735,127.06812544
300,별빛동물병원,영업/정상,"서울특별시 노원구 덕릉로127길 25, 104호 (상계동, 불암산센트럴아파트)",서울특별시 노원구 상계동 1320 불암산센트럴아파트,,0.00,동물병원,37.67195973,127.08124954
301,서정동물병원,영업/정상,"서울특별시 노원구 동일로 1640, 오아시스빌딩 1,2층 (상계동)",서울특별시 노원구 상계동 1025-20 오아시스빌딩,02-930-7161,0.00,동물병원,37.67465291,127.05555256
302,수 동물병원,영업/정상,"서울특별시 노원구 동일로 1689 (상계동, 하이베라스)",서울특별시 노원구 상계동 1265 동방미주(아)109-1001,930-7975,0.00,동물병원,37.68160470,127.05659134
303,엘케이동물병원,영업/정상,"서울특별시 노원구 덕릉로 589, 두림빌딩 102호 (중계동)",서울특별시 노원구 중계동 413-9 두림빌딩 102호,952-6426,0.00,동물병원,37.65096968,127.07173975
304,브라운동물병원,영업/정상,"서울특별시 노원구 동일로203가길 29 (중계동, 브라운스톤중계)",서울특별시 노원구 중계동 525 풍림(아) 111-1808,6224-3858,0.00,동물병원,37.63993625,127.06425725
305,수락 동물병원,영업/정상,"서울특별시 노원구 동일로 1622 (상계동, 유성상가)",서울특별시 노원구 상계동 11-410 태성빌라 202호,937-9724,0.00,동물병원,37.67300670,127.05597290
306,화랑동물병원,영업/정상,서울특별시 노원구 화랑로 473 (공릉동),서울특별시 노원구 공릉동 227-68,949-7512,0.00,동물병원,37.61928567,127.07964521
307,유림동물병원,영업/정상,"서울특별시 노원구 월계로45길 28 (월계동, 월계아파트형공장)",서울특별시 노원구 월계동 98-9,900-7710,0.00,동물병원,37.62694080,127.05125357
308,우솔종합동물병원,영업/정상,"서울특별시 노원구 화랑로 349, 석계문고 2층 (월계동)",서울특별시 노원구 월계동 26-13 석계문고,973-7588,0.00,동물병원,37.61539356,127.06665789
309,한빛종합동물병원,영업/정상,서울특별시 노원구 동일로 1370 (상계동),서울특별시 노원구 상계동 749-10,951-7582,0.00,동물병원,37.65092279,127.06188060
310,웰리스 동물병원,영업/정상,"서울특별시 노원구 섬밭로 258, 건영옴니백화점 520호 (중계동)",서울특별시 노원구 중계동 506-1 건영옴니백화점,978-4775,0.00,동물병원,37.63882673,127.06475445
311,이앤박동물병원,영업/정상,서울특별시 노원구 한글비석로52길 18 (상계동),서울특별시 노원구 상계동 682 13통8반 동신아파트 103동 708호,939-6898,0.00,동물병원,37.66455149,127.06382698
312,아란종합동물병원,영업/정상,서울특별시 노원구 월계로 333 (월계동),서울특별시 노원구 월계동 3-94번지 드림빌 201호,905-7588,0.00,동물병원,,
313,스마일플러스동물병원,영업/정상,"서울특별시 노원구 동일로 1051 (공릉동, 영운빌딩 1층)",서울특별시 노원구 공릉동 494-17 영운빌딩 1층,976-7582,0.00,동물병원,37.62380134,127.07323178
314,롯데동물병원,영업/정상,"서울특별시 노원구 동일로207길 17, 118호 (중계동, 시영1단지B상가 )",서울특별시 노원구 중계동 503 시영1단지B상가 118호,973-5959,0.00,동물병원,37.64202633,127.06410843
315,25시동물병원,영업/정상,"서울특별시 노원구 한글비석로8길 16, 102호 (중계동, 대림벽산상가)",서울특별시 노원구 중계동 363 대림벽산상가 102호,935-0075,0.00,동물병원,37.64727601,127.07791494
316,은빛동물병원,영업/정상,"서울특별시 노원구 동일로 1649 (상계동, 윤일빌딩)",서울특별시 노원구 상계동 1110번지 42통7반 두산아파트 111동 1107호,02-932-6658,0.00,동물병원,37.67738445,127.05314820
317,24시 우리 동물병원,영업/정상,"서울특별시 노원구 상계로24길 7-10, 1층 (상계동)",서울특별시 노원구 상계동 387-61,02-932-8575,0.00,동물병원,37.65826231,127.07018701
318,스머프동물병원,영업/정상,서울특별시 은평구 백련산로 145 (응암동),서울특별시 은평구 응암동 194-23,02-969-7582,40.20,동물병원,37.59820221,126.92508987
319,다루동물병원,영업/정상,"서울특별시 은평구 불광로 60, 1층 (불광동)",서울특별시 은평구 불광동 554-1번지 1층,02-356-8353,0.00,동물병원,37.61237766,126.93210883
320,더독동물병원,영업/정상,서울특별시 은평구 서오릉로 140 (대조동),서울특별시 은평구 대조동 224-24번지,382-3243,0.00,동물병원,37.61136237,126.91761486
321,Dr.윤 동물의료센터,영업/정상,"서울특별시 은평구 통일로 767, 401동 1층 108호 (대조동, 베르디움STAY1)",서울특별시 은평구 대조동 241 베르디움STAY1,02-359-2020,73.53,동물병원,,
322,뉴타운동물병원,영업/정상,"서울특별시 은평구 진관3로 70 (진관동, 상림마을 821동 101호)",서울특별시 은평구 진관동 20번지 상림마을 821동 101호,385-8275,0.00,동물병원,37.64222160,126.92264627
323,24시스마트동물메디컬센터,영업/정상,서울특별시 은평구 은평로 93 (응암동),서울특별시 은평구 응암동 91-5,02-387-7582,0.00,동물병원,37.59978119,126.91812698
324,둘레길동물병원,영업/정상,"서울특별시 은평구 연서로 317 (불광동, 동윤빌딩)",서울특별시 은평구 불광동 104-94번지,02-354-7544,120.00,동물병원,37.62375607,126.92769810
325,개와냥이동물병원,영업/정상,"서울특별시 은평구 통일로 727-5, 2층 (대조동)",서울특별시 은평구 대조동 14-27 2층,02-352-7275,102.71,동물병원,37.61020625,126.92921648
326,참좋은동물병원,영업/정상,서울특별시 은평구 백련산로 29 (응암동),서울특별시 은평구 응암동 244-212,02-3152-0075,0.00,동물병원,37.58821405,126.92245901
327,메디펫동물병원,영업/정상,서울특별시 은평구 통일로 885 (갈현동),서울특별시 은평구 갈현동 394-27,02-384-0075,878.89,동물병원,37.62198185,126.91952284
328,한수24시동물병원,영업/정상,"서울특별시 은평구 증산로 267, 103호 (증산동)",서울특별시 은평구 증산동 174-6 103호,306-8575,0.00,동물병원,37.58180033,126.90704390
329,로얄동물병원,영업/정상,서울특별시 은평구 연서로 137 (구산동),서울특별시 은평구 구산동 1-1,354-0975,4717.94,동물병원,37.61115239,126.91680347
330,담은동물병원,영업/정상,"서울특별시 은평구 통일로 796, 상가동 지하2층 128호, 지하1층 228호 (불광동, 북한산 힐스테이트7차)","서울특별시 은평구 불광동 643 북한산 힐스테이트7차, 상가동 지하2층 128호, 지하1층 228호",02-356-9475,0.00,동물병원,37.61653158,126.92668606
331,오거리동물병원,영업/정상,"서울특별시 은평구 가좌로 239, 2층 (응암동, 스타이루)",서울특별시 은평구 응암동 589-12번지 2층,02-306-0158,105.84,동물병원,37.59079659,126.91597141
332,LOVE MY PET 동물병원,영업/정상,서울특별시 은평구 은평로 208 (응암동),서울특별시 은평구 응암동 74-14번지,382-7582,165.62,동물병원,37.60104405,126.93073719
333,야옹동물병원,영업/정상,"서울특별시 은평구 증산로 413, 동현빌딩 1층 (신사동)",서울특별시 은평구 신사동 35-20 동현빌딩,354-0087,66.00,동물병원,37.59325294,126.91380896
334,서울햇빛동물병원,영업/정상,"서울특별시 은평구 진관2로 67, 202동 B층 01호 (진관동, 은평뉴타운우물골아파트)",서울특별시 은평구 진관동 82번지 은평뉴타운우물골아파트 두산위브 202동 B01호,02-387-8275,0.00,동물병원,37.63458262,126.92455182
335,한빛동물병원,영업/정상,"서울특별시 은평구 진관4로 87, 629동 116호 (진관동, 은평뉴타운상림마을)",서울특별시 은평구 진관동 5번지 은평뉴타운상림마을 629동 116호,382-7511,57.88,동물병원,37.64796043,126.92884719
336,늘푸른동물병원,영업/정상,서울특별시 은평구 은평로 29 (신사동),서울특별시 은평구 신사동 20-24,388-3008,0.00,동물병원,37.59826166,126.91100847
337,녹번동물병원,영업/정상,서울특별시 은평구 통일로 697 (녹번동),서울특별시 은평구 녹번동 117-112번지,354-4110,0.00,동물병원,37.60808986,126.93174143
338,새은평동물의료센터,영업/정상,"서울특별시 은평구 서오릉로 80(대조동, 북한산 포레스트)",서울특별시 은평구 대조동 179-16 북한산 포레스트,358-7566,93.80,동물병원,37.60759108,126.92218579
339,금쪽같은내새끼 동물병원,영업/정상,서울특별시 은평구 연서로 185 (갈현동),서울특별시 은평구 갈현동 462-25번지,384-7743,0.00,동물병원,37.61535854,126.91782734
340,한마음동물병원,영업/정상,서울특별시 은평구 갈현로 35 (신사동),서울특별시 은평구 신사동 9-34번지,355-7931,0.00,동물병원,37.60099344,126.91011792
341,우리덕구동물병원,영업/정상,"서울특별시 은평구 진관2로 77, 205동 지하1층 B104호 (진관동, 은평뉴타운우물골)",서울특별시 은평구 진관동 83번지 은평뉴타운우물골 205동 B104호,02-6953-8275,0.00,동물병원,37.63456370,126.92756812
342,가든펫동물병원,영업/정상,"서울특별시 은평구 증산로9길 26-23, 지하1층 (증산동)",서울특별시 은평구 증산동 202-27번지 지하1층,02-373-5555,0.00,동물병원,37.58693716,126.90856383
343,김정복동물병원,영업/정상,서울특별시 은평구 통일로 879 (갈현동),서울특별시 은평구 갈현동 394-19번지,357-8538,0.00,동물병원,37.62138007,126.91956818
344,불광동물병원,영업/정상,"서울특별시 은평구 통일로 767, 401동 B층 117호 (대조동, 베르디움STAY1)",서울특별시 은평구 대조동 241 베르디움STAY1 401동 B117호,356-1656,,동물병원,,
345,한얼동물병원,영업/정상,서울특별시 은평구 응암로 226 (응암동),서울특별시 은평구 응암동 576-25번지,304-5553,0.00,동물병원,37.59204421,126.91791555
346,수색동물병원,영업/정상,"서울특별시 은평구 수색로 322, DMC SK뷰 아이파크 포레 2동 1층 105호 (수색동)",서울특별시 은평구 수색동 341-6,02-304-7772,,동물병원,37.58572782,126.89289718
347,도그원동물의료센터,영업/정상,"서울특별시 은평구 연서로29길 24, 2층 (갈현동)",서울특별시 은평구 갈현동 431-5,02-358-1591,178.33,동물병원,37.61964090,126.91773170
348,동물병원 산책: 내과/외과/재활센터,영업/정상,"서울특별시 은평구 서오릉로 9, 서운빌딩 102, 103호 (응암동)","서울특별시 은평구 응암동 84-1 서운빌딩 102, 103호",02-2088-4531,231.00,동물병원,37.60213209,126.92633226
349,피움동물병원,영업/정상,"서울특별시 은평구 진관3로 37, 은평구 뉴타운2지구 에코테라스 102호 (진관동)",서울특별시 은평구 진관동 67-1번지 은평구 뉴타운2지구 에코테라스 102호,02-384-3100,,동물병원,37.63819854,126.91922298
350,정든동물병원,영업/정상,"서울특별시 은평구 수색로 200, 1층 120, 130호 (증산동, DMC센트럴자이)",서울특별시 은평구 증산동 258 DMC센트럴자이,02-306-9990,51.71,동물병원,37.58100908,126.90271607
351,어울동물의료센터,영업/정상,서울특별시 은평구 통일로 665 (녹번동),서울특별시 은평구 녹번동 28-1,,216.90,동물병원,37.60586792,126.93361651
352,다솜동물병원,영업/정상,"서울특별시 은평구 응암로 152, 101호 (응암동)",서울특별시 은평구 응암동 603-52,0234777677,59.00,동물병원,37.58564175,126.91570686
353,아이러브펫동물병원 은평점,영업/정상,"서울특별시 은평구 통일로 1050, 롯데몰 은평점 2층 (진관동)",서울특별시 은평구 진관동 63 롯데몰 은평점,02-6975-5253,217.00,동물병원,37.63748270,126.91802307
354,24시예담동물의료센터,영업/정상,"서울특별시 은평구 연서로 122, 대광빌딩 1,2층 (역촌동)",서울특별시 은평구 역촌동 7-15 대광빌딩,0269527519,0.00,동물병원,37.60958987,126.91681232
355,동물병원 움,영업/정상,서울특별시 은평구 불광로 59(불광동),서울특별시 은평구 불광동 276-32,02-6956-7599,464.83,동물병원,37.61235075,126.93171164
